,Pts,Gm1,Gm2,Set1,Set2,Serving,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
18609,30-30,0,0,0,2,ND,4,f17,f3,b3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18610,30-40,0,0,0,2,ND,6,f38,b3,b3,b3,s3,f3,b3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18611,40-40,0,0,0,2,ND,4,f28,f3,s3,f1,f1,f1,f3,b3,y3,s-#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18612,40-AD,0,0,0,2,ND,"6d,",4+,b!@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18613,40-40,0,0,0,2,ND,6,b18,f1,f1,f2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18614,40-AD,0,0,0,2,ND,"4n,",5,b28,f1,f1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18615,0-0,0,1,0,2,DT,4,f18,f2,b3,s3,b1,r3,y-1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18616,15-0,0,1,0,2,DT,"4n,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18617,15-15,0,1,0,2,DT,4,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18618,30-15,0,1,0,2,DT,4,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18619,40-15,0,1,0,2,DT,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18620,0-0,0,2,0,2,ND,"6d,",4,f19,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18621,0-15,0,2,0,2,ND,5,b28,f1,f2,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18622,0-30,0,2,0,2,ND,4,f29,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18623,0-40,0,2,0,2,ND,"6n,",4,b39,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18624,0-0,0,3,0,2,DT,"6w,",6,b38,b1,f2,f3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18625,15-0,0,3,0,2,DT,"4n,",4,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18626,30-0,0,3,0,2,DT,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18627,40-0,0,3,0,2,DT,4,b38,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18628,0-0,0,4,0,2,ND,4,f38,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18629,0-15,0,4,0,2,ND,"6d,",5,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18630,15-15,0,4,0,2,ND,4,f28,f3,s3,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18631,15-30,0,4,0,2,ND,"6d,",6,f27,b3,s2,f1,l#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18632,30-30,0,4,0,2,ND,4,f17,f+3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18633,30-40,0,4,0,2,ND,"4n,",6,f28,b3,f1,f1,f3,b3,s2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18634,0-0,0,5,0,2,DT,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18635,15-0,0,5,0,2,DT,6,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18636,30-0,0,5,0,2,DT,4,f29,f3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18637,40-0,0,5,0,2,DT,4,b18,r1,f+3,b3,z1,f3,z3,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18638,40-15,0,5,0,2,DT,"6n,",6,b+38,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18639,0-0,0,0,0,0,ND,"6n,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18640,0-15,0,0,0,0,ND,"4d,",5,f28,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18641,0-30,0,0,0,0,ND,"4n,",4,b28,b2,b3,b2,f1,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18642,0-40,0,0,0,0,ND,"c6d,",5,f38,b2,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18643,15-40,0,0,0,0,ND,"6n,",4,f18,r#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18644,0-0,0,1,0,0,AZ,6,b37,b3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18645,15-0,0,1,0,0,AZ,4,b18,f2,b1,f1,f1,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18646,15-15,0,1,0,0,AZ,"4n,",6,b29,b2,f2,b3,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18647,30-15,0,1,0,0,AZ,5,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18648,40-15,0,1,0,0,AZ,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18649,0-0,0,2,0,0,ND,4,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18650,15-0,0,2,0,0,ND,4,b38,b3,b3,b2,b1,f1,f+2,b1,v2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18651,30-0,0,2,0,0,ND,6,b18,f3,b3,b1,f1,f1,f1,f1,f2,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18652,30-15,0,2,0,0,ND,4,b38,b1,f1,f3,b2,f;3,b3,b3,b2,f2,b2,f1,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18653,40-15,0,2,0,0,ND,"6x,",4,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18654,0-0,1,2,0,0,AZ,6,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18655,15-0,1,2,0,0,AZ,"4x,",4,b38,b3,b2,b3,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18656,30-0,1,2,0,0,AZ,"4n,",4,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18657,40-0,1,2,0,0,AZ,5,r28,f1,f1,f2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18658,40-15,1,2,0,0,AZ,"4d,",4,f28,b+3,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18659,0-0,1,3,0,0,ND,"6n,",5,b28,b1,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18660,15-0,1,3,0,0,ND,4,b37,b3,f2,b2,f3x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18661,30-0,1,3,0,0,ND,5,b28,y1,r2,f+3,s2,z1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18662,40-0,1,3,0,0,ND,"4d,",6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18663,0-0,2,3,0,0,AZ,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18664,15-0,2,3,0,0,AZ,"6w,",4,b28,f2,f1,f1,f2,b3,b2,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18665,15-15,2,3,0,0,AZ,5,b28,b1,f1,f1,f3,b3,b2,f3,b2,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18666,15-30,2,3,0,0,AZ,5,f38,b2,f1,f1,f3,b3,b3,b3,b3,y2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18667,30-30,2,3,0,0,AZ,4,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18668,40-30,2,3,0,0,AZ,4,b27,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18669,0-0,2,4,0,0,ND,6,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18670,15-0,2,4,0,0,ND,4,b28,f3,b3,b2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18671,15-15,2,4,0,0,ND,5,b27,f3,b2,f3,b3,y2,y1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18672,30-15,2,4,0,0,ND,4,b28,f3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18673,30-30,2,4,0,0,ND,6,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18674,40-30,2,4,0,0,ND,"6n,",4,b38,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18675,40-40,2,4,0,0,ND,6,s3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18676,AD-40,2,4,0,0,ND,5,b37,y3,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18677,0-0,3,4,0,0,AZ,"4d,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18678,0-15,3,4,0,0,AZ,4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18679,15-15,3,4,0,0,AZ,"4d,",5,f28,b2,s3,b2,f3,b3,s2,f1,f1,f1,f2,b2,s2,s2,s2,b2,f1,f1,f1,f1,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18680,30-15,3,4,0,0,AZ,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18681,40-15,3,4,0,0,AZ,4,r17,j+1,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18682,0-0,3,5,0,0,ND,4,f27,f3,b3,b3,f2,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18683,0-15,3,5,0,0,ND,"6w,",6,f27,f3,b2,f2,b3,b2,b3,b2,b2,f2,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18684,15-15,3,5,0,0,ND,4,f29,b2,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18685,30-15,3,5,0,0,ND,c5,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18686,40-15,3,5,0,0,ND,5,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18687,0-0,4,5,0,0,AZ,5,b38,b+3,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18688,15-0,4,5,0,0,AZ,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18689,30-0,4,5,0,0,AZ,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18690,40-0,4,5,0,0,AZ,5,f27,s2,f+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18691,40-15,4,5,0,0,AZ,4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18692,0-0,0,0,0,1,ND,4,f27,b3,b3,b1,f1,f2,b3,b2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18693,0-15,0,0,0,1,ND,4,b28,f1,f1,f1,f1,f1,f2,b3,b2,b1,f1,f1,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18694,15-15,0,0,0,1,ND,6,s37,f-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18695,30-15,0,0,0,1,ND,6,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18696,40-15,0,0,0,1,ND,6,b18,f3,b3,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18697,40-30,0,0,0,1,ND,"5d,",5,f28,b3,b1,f1,f1,f2,b;1,f2,b3,b3,s2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18698,0-0,1,0,0,1,AZ,"6w,",5,b28,f2,b1,f2,f1,r1,f3,b2,b2,f2,f1,f3,b3,b2,b2,f2,f1,f1,f2,b2,b2,f2,f2,f3,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,
18699,15-0,1,0,0,1,AZ,4,b18,f1,f1,f2,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18700,30-0,1,0,0,1,AZ,"4w,",4w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18701,30-15,1,0,0,1,AZ,"4d,",6,f38,b3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18702,40-15,1,0,0,1,AZ,4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18703,0-0,1,1,0,1,ND,"4d,",5,b28,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18704,0-15,1,1,0,1,ND,"4n,",4,b28,b1,f2,b2,b3,b3,b3,b2,f1,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18705,0-30,1,1,0,1,ND,4,f28,f3,b3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18706,15-30,1,1,0,1,ND,4,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18707,30-30,1,1,0,1,ND,5,b29,b2,b3,b2,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18708,30-40,1,1,0,1,ND,6,f27,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18709,0-0,1,2,0,1,AZ,6,s29,b2,f3,b3,b2,b2,f1,f1,f3,b3,b2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18710,0-15,1,2,0,1,AZ,5,f38,b3,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18711,15-15,1,2,0,1,AZ,"5d,",5,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18712,30-15,1,2,0,1,AZ,4,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18713,40-15,1,2,0,1,AZ,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18714,0-0,1,3,0,1,ND,4,f18,f2,b3,b1,r1,f+3,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18715,15-0,1,3,0,1,ND,"6d,",4,b38,b2,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18716,30-0,1,3,0,1,ND,"6d,",4,f28,f2,f2,f3,b3,b2,b3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18717,30-15,1,3,0,1,ND,4,b27,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18718,30-30,1,3,0,1,ND,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18719,40-30,1,3,0,1,ND,"4d,",5,f28,f2,f3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18720,40-40,1,3,0,1,ND,6,b18,f3,b2,f3,b3,b2,s2,f3,b3,b1,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18721,AD-40,1,3,0,1,ND,4,s28,f3,s1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18722,0-0,2,3,0,1,AZ,4,f29,b+3,s2,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18723,15-0,2,3,0,1,AZ,6,f27,b2,f3,b3,b3,b3,b3,b3,s2,f1,f1,f2,y1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18724,30-0,2,3,0,1,AZ,"5d,",5,b28,f1,f2,y2,r3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18725,30-15,2,3,0,1,AZ,6,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18726,40-15,2,3,0,1,AZ,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18727,0-0,2,4,0,1,ND,"4n,",4w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18728,0-15,2,4,0,1,ND,"5n,",4,b38,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18729,0-30,2,4,0,1,ND,4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18730,15-30,2,4,0,1,ND,5,f28,f1,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18731,30-30,2,4,0,1,ND,4,f27,f1,f1,f2,b2,b2,b3,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18732,30-40,2,4,0,1,ND,"4d,",4,b38,b3,b2,b2,f3,b2,b2,b2,b2,b1,f1,f2,b2,b2,b2,f2,f1,f1,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18733,40-40,2,4,0,1,ND,4,f18,f2,b3,y1,r1,f-2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18734,AD-40,2,4,0,1,ND,"4d,",4,b28,f2,f2,f1,f1,f2,b2,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18735,40-40,2,4,0,1,ND,4,f38,b1,r1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18736,AD-40,2,4,0,1,ND,4,s28,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18737,0-0,3,4,0,1,AZ,"4n,",5,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18738,15-0,3,4,0,1,AZ,5,f27,f+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18739,30-0,3,4,0,1,AZ,4,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18740,40-0,3,4,0,1,AZ,6,f28,f2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18741,0-0,3,5,0,1,ND,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18742,15-0,3,5,0,1,ND,4,b28,f3,b3,y3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18743,15-15,3,5,0,1,ND,"6n,",5,b29,f2,f1,f2,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18744,30-15,3,5,0,1,ND,"4d,",4,b29,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18745,30-30,3,5,0,1,ND,4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18746,40-30,3,5,0,1,ND,4,b28,f2,f1,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18747,40-40,3,5,0,1,ND,5,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18748,AD-40,3,5,0,1,ND,4,b28,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18749,40-40,3,5,0,1,ND,"6n,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18750,40-AD,3,5,0,1,ND,"6d,",5,f28,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18751,0-0,0,0,0,0,ND,"6n,",4,f18,f1,f2,f1,f3,b1,f2,f1,f1,f3,s3,b-+1,f3,z#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18752,0-15,0,0,0,0,ND,"4n,",6,f39,b2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18753,0-30,0,0,0,0,ND,"6n,",4,f28,b1,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18754,15-30,0,0,0,0,ND,4,b29,f2,f3,b1,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18755,30-30,0,0,0,0,ND,4,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18756,40-30,0,0,0,0,ND,6,f29,f1,f1,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18757,40-40,0,0,0,0,ND,"6n,",4,f28,b2,b1,f3,b2,b2,f3,b3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18758,40-AD,0,0,0,0,ND,"6d,",5,b28,f3,b3,f1,f1,f3,s3,s+1,f1,v2,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18759,40-40,0,0,0,0,ND,4,r18,f1,f2,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18760,40-AD,0,0,0,0,ND,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18761,40-40,0,0,0,0,ND,4,r37,s3,b2,f1,f2,b2,f1,f;1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18762,40-AD,0,0,0,0,ND,4,b38,b2,f2,b1,r1,f3,b2,f3,b3,f2,f1,f3,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18763,40-40,0,0,0,0,ND,"4n,",5,b18,f1,f1,f2,f3,b3,b1,r2,f-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18764,40-AD,0,0,0,0,ND,5,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18765,40-40,0,0,0,0,ND,"4n,",5,b38,b1,r1,f+1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18766,40-AD,0,0,0,0,ND,c6,f28,f3,b3,b3,b2,f3,b2,f1,f2,f3,b1,f1,f1,f1,r2,b3,s3,s+3,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18767,40-40,0,0,0,0,ND,"4d,",5,b19,f3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18768,AD-40,0,0,0,0,ND,6,f27,f;3,s3,s1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18769,40-40,0,0,0,0,ND,4,f39,b3,b1,f3,y3,y3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18770,AD-40,0,0,0,0,ND,"6n,",4,b38,b2,b2,f3,b1,f1,r1,f3,b3,b2,f2,f3,s3,b3,b2,b2,b1,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
